gp_code,allf2f_early,allf2f_late,d_allf2f,gpf2f_early,gpf2f_late,d_gpf2f,othf2f_early,othf2f_late,d_othf2f,gpf2f_ofgp_early,gpf2f_ofgp_late,d_gpf2f_ofgp
J82076,60.9,54.73,-6.17,16.35,19.08,2.73,44.56,35.65,-8.91,50.89,40.33,-10.56
J82079,50.08,54.68,4.61,13.64,25.99,12.35,36.43,28.69,-7.75,55.96,70.09,14.14
J82080,64.35,65.96,1.6,29.52,37.47,7.95,34.84,28.48,-6.35,53.72,60.45,6.73
J82081,76.01,41.81,-34.2,44.24,15.09,-29.15,31.76,26.72,-5.05,90.79,24.25,-66.54
J82082,41.33,44.08,2.74,13.87,20.45,6.58,27.46,23.63,-3.83,24.26,29.43,5.17
J82083,62.76,39.38,-23.38,21.31,11.54,-9.77,41.45,27.84,-13.61,60.06,34.97,-25.09
J82084,61.67,66.32,4.65,28.74,26.57,-2.18,32.93,39.76,6.83,92.45,96.43,3.97
J82085,52.94,44.59,-8.35,10.01,8.06,-1.95,42.93,36.53,-6.4,21.79,15.03,-6.77
J82087,87.96,87.09,-0.87,35.86,36.23,0.37,52.1,50.86,-1.24,82.84,83.34,0.5
J82088,58.37,58.68,0.31,31.27,29.01,-2.26,27.1,29.67,2.57,56.18,54.56,-1.63
J82092,55.32,53.14,-2.18,29.36,28.03,-1.33,25.96,25.11,-0.85,57.01,57.34,0.33
J82094,32.42,43.16,10.74,14.14,19.66,5.52,18.28,23.5,5.22,22.11,31.12,9.02
J82098,32.63,29.7,-2.93,8.91,6.89,-2.03,23.72,22.82,-0.9,14.06,10.74,-3.32
J82099,38.4,50.34,11.94,12.64,20.05,7.41,25.76,30.3,4.53,17.6,30.22,12.62
J82101,87.07,72.93,-14.15,14.68,12.27,-2.4,72.39,60.65,-11.74,57.21,58.14,0.93
J82102,73.28,73.4,0.12,25.9,26.45,0.55,47.38,46.95,-0.43,53.48,57.85,4.37
J82103,91.84,93.03,1.18,69.07,63.05,-6.02,22.77,29.98,7.21,97.15,96.04,-1.11
J82104,42.06,38.24,-3.83,15.53,10.94,-4.59,26.53,27.3,0.77,62.03,34.88,-27.16
J82106,53.89,55.55,1.65,24.95,25.39,0.45,28.95,30.15,1.21,67.89,76.27,8.38
J82110,72.5,58.31,-14.19,41.41,15.89,-25.52,31.09,42.42,11.33,78.55,44.97,-33.58
J82112,52.52,64.7,12.18,22.78,35.13,12.35,29.74,29.57,-0.16,38.43,73.86,35.43
J82115,76.32,77.41,1.09,51.97,46.91,-5.05,24.36,30.5,6.14,79.2,79.3,0.11
J82116,80.27,76.69,-3.58,47.17,29.81,-17.36,33.1,46.88,13.78,79.5,72.56,-6.94
J82119,70.6,72.12,1.52,26.51,24.37,-2.14,44.09,47.75,3.65,55.47,54.51,-0.96
J82120,54.14,40.97,-13.17,14.52,9.71,-4.81,39.62,31.26,-8.36,34.49,21.05,-13.44
J82121,71.18,64.58,-6.6,25.76,24.19,-1.57,45.42,40.39,-5.03,48.12,44.84,-3.29
J82122,44.73,33.9,-10.83,23.26,8.92,-14.34,21.47,24.98,3.52,34.49,18.11,-16.38
J82124,84.52,86.8,2.28,45.74,48.59,2.85,38.77,38.21,-0.57,84.49,86.73,2.24
J82125,73.29,74.97,1.68,19.9,25.46,5.56,53.39,49.51,-3.88,70.15,69.6,-0.54
J82126,61.12,65.25,4.13,32.23,24.39,-7.84,28.89,40.86,11.97,50.78,54.93,4.14
J82128,92.47,86.53,-5.93,29.19,32.18,2.98,63.27,54.35,-8.92,98.7,90.53,-8.17
J82129,78.87,86.73,7.86,38.46,41.65,3.18,40.4,45.09,4.68,78.88,85.19,6.31
J82130,51.54,47.29,-4.26,25.77,22.49,-3.29,25.77,24.8,-0.97,46.42,49.86,3.44
J82131,45.36,40.09,-5.27,16.32,16.22,-0.1,29.04,23.87,-5.17,26.48,26.21,-0.27
J82132,78.38,81.39,3.01,37.76,38.67,0.91,40.62,42.72,2.1,72.43,75.8,3.37
J82134,43.78,39.21,-4.57,12.85,11.39,-1.46,30.93,27.83,-3.1,40.51,37.6,-2.9
J82136,72.26,48.72,-23.54,26.82,22.08,-4.75,45.44,26.64,-18.8,51.76,48.79,-2.97
J82138,72.62,80.57,7.95,26.37,25.7,-0.66,46.25,54.86,8.62,58.65,71.91,13.26
J82139,48.3,50.29,1.98,23.83,24.74,0.91,24.48,25.55,1.07,35.12,40.41,5.3
J82142,75.78,69.39,-6.39,37.41,33.52,-3.89,38.38,35.87,-2.5,63.75,60.05,-3.7
J82143,80.69,78.77,-1.92,30.05,30.99,0.94,50.64,47.78,-2.86,72.99,76.8,3.81
J82144,51.12,56.51,5.39,25.43,20.61,-4.81,25.69,35.9,10.21,43.2,41.71,-1.49
J82145,44.08,42.09,-1.99,19.66,16.33,-3.33,24.42,25.76,1.34,26.81,22.54,-4.27
J82146,66.58,58.63,-7.94,29.56,36.13,6.58,37.02,22.5,-14.52,64.0,83.21,19.21
J82147,47.21,47.31,0.1,12.69,11.46,-1.24,34.52,35.86,1.34,22.43,21.71,-0.72
J82149,69.78,61.56,-8.22,22.25,15.73,-6.52,47.53,45.83,-1.7,53.54,41.89,-11.65
J82150,54.46,77.4,22.94,24.31,35.67,11.36,30.15,41.73,11.58,43.19,84.91,41.71
J82151,80.27,70.74,-9.53,44.69,38.18,-6.51,35.58,32.56,-3.02,80.91,78.49,-2.42
J82152,56.32,77.65,21.33,8.73,29.73,21.0,47.6,47.92,0.33,50.0,82.71,32.71
J82154,42.75,41.56,-1.19,12.48,12.45,-0.03,30.28,29.11,-1.16,25.66,24.17,-1.49
J82155,56.56,47.01,-9.55,10.35,9.02,-1.34,46.21,37.99,-8.21,75.08,19.25,-55.83
J82156,68.83,66.24,-2.59,32.61,29.23,-3.38,36.22,37.01,0.8,56.52,52.78,-3.73
J82157,47.4,59.4,12.0,18.07,22.52,4.45,29.33,36.88,7.55,27.6,43.92,16.31
J82161,50.92,50.34,-0.58,6.13,7.87,1.74,44.79,42.47,-2.32,54.06,59.96,5.9
J82163,42.43,49.3,6.87,5.9,9.41,3.5,36.53,39.9,3.37,21.01,31.37,10.35
J82169,2.23,98.5,96.28,0.0,24.75,24.75,2.23,73.75,71.52,0.0,94.5,94.5
J82174,93.15,79.02,-14.13,61.55,49.06,-12.49,31.6,29.95,-1.64,99.01,83.01,-15.99
J82178,39.87,51.66,11.79,11.33,13.45,2.12,28.53,38.2,9.67,20.09,31.73,11.63
J82181,54.72,61.91,7.19,15.62,18.08,2.46,39.1,43.83,4.73,30.1,41.03,10.92
J82184,52.49,57.46,4.97,23.46,22.33,-1.13,29.03,35.12,6.1,33.4,45.18,11.79
J82194,91.12,56.59,-34.53,44.58,13.51,-31.08,46.54,43.09,-3.45,89.69,26.63,-63.06
J82196,47.45,49.78,2.33,8.0,13.06,5.06,39.44,36.72,-2.73,27.28,39.06,11.78
J82198,57.08,41.18,-15.9,11.76,16.52,4.76,45.32,24.67,-20.66,37.27,28.23,-9.04
J82199,90.12,81.11,-9.01,32.48,37.11,4.63,57.65,44.0,-13.64,95.99,96.14,0.15
J82201,43.71,52.9,9.19,17.41,20.23,2.81,26.3,32.67,6.37,29.97,38.87,8.9
J82207,72.89,69.28,-3.61,43.13,42.08,-1.05,29.76,27.2,-2.56,70.06,65.58,-4.48
J82208,78.85,72.25,-6.6,34.02,27.53,-6.49,44.83,44.72,-0.11,69.91,69.69,-0.22
J82210,41.58,42.31,0.72,11.48,12.76,1.28,30.1,29.55,-0.56,19.39,21.21,1.82
J82213,60.94,64.6,3.66,31.19,25.79,-5.4,29.75,38.81,9.06,65.69,67.46,1.77
J82214,88.31,91.72,3.41,56.64,60.75,4.11,31.67,30.97,-0.7,86.65,89.5,2.85
J82215,44.88,36.98,-7.9,9.97,5.11,-4.86,34.91,31.88,-3.04,47.61,18.62,-28.99
J82216,69.71,63.76,-5.96,33.2,25.54,-7.67,36.51,38.22,1.71,72.68,64.53,-8.16
J82217,65.64,79.48,13.83,30.6,27.48,-3.12,35.05,52.0,16.95,52.87,65.47,12.6
J82218,39.85,36.03,-3.82,8.03,10.52,2.49,31.82,25.52,-6.31,33.65,25.66,-8.0
J82605,83.1,86.4,3.3,15.56,14.26,-1.3,67.54,72.14,4.6,59.56,68.62,9.06
J82622,40.03,61.36,21.32,12.64,16.86,4.22,27.39,44.5,17.11,39.94,65.16,25.22
J82625,74.52,70.9,-3.62,32.54,34.85,2.31,41.98,36.06,-5.93,58.43,56.9,-1.53
J82628,41.43,43.31,1.88,16.72,17.93,1.21,24.72,25.38,0.66,24.65,30.64,5.99
J82630,81.78,82.51,0.72,30.81,22.13,-8.67,50.98,60.38,9.4,63.9,58.41,-5.49
J82639,44.46,35.47,-8.99,12.32,14.64,2.32,32.14,20.83,-11.31,43.74,20.96,-22.78
J82640,76.36,81.03,4.67,27.19,25.69,-1.5,49.17,55.34,6.17,65.31,70.02,4.71
J82646,69.41,75.63,6.21,32.71,31.95,-0.76,36.7,43.68,6.98,58.84,67.66,8.82
J82669,58.34,33.82,-24.52,8.22,6.24,-1.98,50.12,27.58,-22.54,35.79,17.39,-18.4
J83001,79.78,78.35,-1.43,29.57,26.84,-2.73,50.21,51.51,1.3,73.87,70.1,-3.77
J83002,91.33,83.82,-7.52,32.66,27.3,-5.36,58.68,56.52,-2.16,93.24,80.41,-12.83
J83003,69.59,63.46,-6.13,42.88,33.83,-9.05,26.71,29.63,2.92,66.51,55.11,-11.4
J83004,53.79,45.26,-8.53,20.18,14.92,-5.26,33.6,30.33,-3.27,37.35,24.75,-12.6
J83005,58.27,47.03,-11.24,26.49,20.62,-5.87,31.79,26.42,-5.37,46.53,54.64,8.11
J83006,66.41,64.82,-1.59,31.2,30.76,-0.44,35.21,34.06,-1.15,73.87,77.56,3.69
J83007,61.86,58.41,-3.45,24.34,15.95,-8.39,37.52,42.46,4.94,66.28,37.39,-28.88
J83008,77.01,82.71,5.7,34.92,25.32,-9.6,42.09,57.39,15.3,81.32,78.43,-2.89
J83009,89.46,72.62,-16.84,34.61,25.51,-9.09,54.85,47.1,-7.75,98.94,85.07,-13.87
J83010,44.02,43.12,-0.9,9.11,10.16,1.05,34.91,32.96,-1.95,68.29,65.76,-2.54
J83011,32.26,43.9,11.64,8.24,13.39,5.15,24.02,30.51,6.49,18.51,43.74,25.23
J83013,77.39,69.18,-8.21,24.19,22.59,-1.6,53.2,46.59,-6.61,56.06,50.04,-6.02
J83014,44.1,42.22,-1.88,16.73,14.93,-1.81,27.36,27.29,-0.07,25.64,25.06,-0.59
J83016,65.61,69.33,3.72,15.72,15.91,0.19,49.9,53.42,3.52,54.78,58.16,3.38
J83018,42.63,44.47,1.84,8.92,10.67,1.75,33.71,33.8,0.09,20.34,34.6,14.26
J83019,88.42,73.67,-14.75,52.0,38.67,-13.32,36.42,35.0,-1.42,90.68,76.52,-14.16
J83021,41.15,47.59,6.43,13.37,14.33,0.97,27.79,33.25,5.47,26.99,37.98,11.0
J83022,90.29,91.24,0.95,44.03,37.83,-6.21,46.26,53.41,7.16,87.04,94.31,7.26
J83023,61.14,54.73,-6.42,14.6,13.71,-0.89,46.54,41.02,-5.53,56.65,50.07,-6.58
J83024,93.31,84.37,-8.94,48.58,41.15,-7.43,44.74,43.23,-1.51,91.26,90.39,-0.87
J83026,46.06,37.31,-8.75,14.79,11.28,-3.51,31.27,26.03,-5.24,28.72,22.44,-6.28
J83027,48.49,58.01,9.52,14.06,22.77,8.71,34.43,35.24,0.8,28.33,49.62,21.29
J83029,83.97,88.36,4.39,38.46,39.71,1.25,45.51,48.65,3.14,87.86,90.73,2.87
J83030,56.06,39.72,-16.34,11.85,9.68,-2.18,44.2,30.04,-14.16,34.65,33.35,-1.3
J83033,81.85,79.96,-1.9,26.72,18.69,-8.03,55.13,61.27,6.14,99.94,73.28,-26.66
J83034,49.52,48.56,-0.96,6.52,5.15,-1.36,43.0,43.4,0.4,22.8,24.56,1.76
J83035,84.55,75.96,-8.59,31.38,15.66,-15.73,53.16,60.3,7.14,70.82,46.43,-24.39
J83036,87.99,79.22,-8.77,39.91,25.9,-14.01,48.08,53.32,5.24,82.04,67.96,-14.08
J83037,52.41,45.45,-6.96,12.71,13.65,0.95,39.71,31.8,-7.91,38.21,41.16,2.95
J83038,87.02,84.12,-2.9,41.43,38.03,-3.41,45.58,46.09,0.51,94.8,97.81,3.01
J83039,95.58,82.56,-13.02,43.12,31.67,-11.45,52.46,50.89,-1.58,96.75,75.15,-21.6
J83040,59.44,57.32,-2.13,12.88,12.46,-0.42,46.57,44.86,-1.71,36.54,38.87,2.33
J83041,69.11,75.99,6.89,29.45,34.62,5.17,39.66,41.38,1.72,65.11,75.21,10.1
J83042,56.35,52.22,-4.13,24.2,22.49,-1.71,32.15,29.73,-2.42,48.56,47.85,-0.71
J83043,60.37,62.36,1.99,26.62,39.94,13.32,33.76,22.42,-11.33,45.31,68.03,22.72
J83045,78.93,78.72,-0.21,31.46,31.16,-0.31,47.47,47.57,0.1,89.98,88.52,-1.45
J83046,40.77,37.74,-3.03,13.04,6.13,-6.91,27.73,31.61,3.88,29.03,11.97,-17.06
J83047,88.56,94.09,5.53,23.86,25.93,2.08,64.7,68.16,3.46,89.64,97.37,7.73
J83048,56.72,50.28,-6.45,15.97,14.98,-0.99,40.76,35.3,-5.46,38.24,40.78,2.54
J83049,44.51,49.57,5.06,8.0,12.84,4.84,36.52,36.73,0.22,15.05,29.25,14.2
J83050,68.49,60.89,-7.6,22.34,29.37,7.03,46.15,31.52,-14.63,61.9,72.05,10.15
J83052,55.14,47.64,-7.5,14.95,19.11,4.15,40.19,28.54,-11.65,64.23,67.74,3.5
J83053,88.36,64.9,-23.46,27.43,14.59,-12.84,60.93,50.31,-10.62,80.74,45.48,-35.27
J83055,92.58,89.6,-2.98,38.24,29.54,-8.7,54.33,60.05,5.72,97.07,85.3,-11.77
J83056,84.82,64.04,-20.78,28.63,13.91,-14.72,56.19,50.13,-6.05,84.66,45.93,-38.74
J83057,68.49,76.62,8.13,19.91,20.05,0.14,48.58,56.57,7.99,66.24,74.48,8.24
J83058,62.14,67.79,5.65,26.81,27.06,0.25,35.33,40.73,5.4,42.97,49.72,6.75
J83059,83.53,75.27,-8.26,34.86,28.97,-5.89,48.67,46.3,-2.37,75.92,69.84,-6.08
J83060,44.08,42.3,-1.78,17.56,15.14,-2.42,26.52,27.16,0.64,27.92,26.23,-1.69
J83064,65.21,55.66,-9.55,25.91,25.02,-0.89,39.3,30.64,-8.66,51.82,52.21,0.39
J83601,54.96,50.02,-4.94,22.25,22.19,-0.06,32.71,27.83,-4.88,48.41,47.15,-1.26
J83603,72.39,88.92,16.53,36.33,45.4,9.07,36.06,43.51,7.46,61.01,86.38,25.38
J83609,83.28,84.12,0.84,40.59,37.82,-2.77,42.68,46.3,3.61,84.79,89.88,5.09
J83615,84.66,74.84,-9.83,40.66,35.94,-4.72,44.01,38.9,-5.11,84.76,77.56,-7.2
J83618,53.33,52.06,-1.27,18.83,14.22,-4.61,34.51,37.85,3.34,32.64,28.32,-4.32
J83619,80.2,93.85,13.65,34.04,41.7,7.65,46.15,52.15,6.0,71.05,95.99,24.94
J83625,53.61,62.06,8.45,22.24,29.23,7.0,31.38,32.82,1.45,45.8,46.99,1.19
J83629,77.75,79.29,1.54,38.92,40.06,1.14,38.83,39.23,0.4,65.72,67.88,2.16
J83630,95.31,91.56,-3.74,52.93,46.0,-6.93,42.38,45.56,3.19,99.39,99.13,-0.27
J83633,89.34,86.65,-2.69,27.15,32.15,5.01,62.2,54.5,-7.7,84.66,93.11,8.44
J83645,88.11,77.78,-10.32,32.33,37.12,4.79,55.78,40.66,-15.12,96.56,84.33,-12.23
J83646,95.62,76.49,-19.14,40.93,40.05,-0.88,54.7,36.44,-18.26,98.41,81.53,-16.88
J84003,90.49,80.22,-10.27,26.69,21.83,-4.85,63.81,58.38,-5.42,97.91,75.08,-22.83
J84004,66.21,59.39,-6.82,16.83,13.51,-3.32,49.38,45.88,-3.49,85.72,47.63,-38.09
J84005,72.75,78.71,5.96,10.03,13.79,3.76,62.72,64.91,2.2,56.46,59.03,2.56
J84007,93.0,79.93,-13.07,26.41,24.03,-2.38,66.59,55.9,-10.7,92.64,77.3,-15.34
J84008,72.6,72.5,-0.1,24.03,15.11,-8.93,48.57,57.39,8.83,74.63,68.22,-6.4
J84011,63.73,56.81,-6.92,16.3,18.05,1.75,47.43,38.76,-8.67,44.18,56.78,12.6
J84012,91.78,73.62,-18.16,31.78,23.89,-7.89,60.0,49.73,-10.27,97.88,73.28,-24.6
J84013,63.97,64.18,0.2,22.44,14.01,-8.43,41.54,50.17,8.63,65.6,50.37,-15.23
J84015,72.07,80.18,8.11,12.22,16.96,4.73,59.84,63.22,3.38,46.9,75.23,28.33
J84016,90.48,62.05,-28.44,33.38,12.3,-21.08,57.1,49.75,-7.36,99.74,55.08,-44.66
J84017,52.21,57.37,5.16,11.49,19.03,7.53,40.72,38.35,-2.37,48.33,49.16,0.83
J84019,57.74,61.29,3.55,6.84,8.18,1.34,50.9,53.11,2.21,57.5,69.67,12.17
K81001,66.21,36.87,-29.34,43.76,20.36,-23.4,22.45,16.52,-5.93,60.42,40.42,-20.0
K81002,54.16,61.65,7.5,23.98,25.18,1.2,30.17,36.47,6.3,50.37,57.29,6.91
K81003,84.23,86.22,1.99,33.36,37.03,3.67,50.87,49.19,-1.68,78.73,80.2,1.47
K81004,64.3,57.89,-6.41,32.74,25.73,-7.01,31.56,32.15,0.59,59.88,47.25,-12.63
K81007,68.87,59.98,-8.89,35.99,28.35,-7.64,32.87,31.63,-1.25,60.42,52.53,-7.89
K81010,32.66,27.85,-4.81,11.02,10.56,-0.46,21.64,17.29,-4.35,22.9,26.24,3.33
K81012,91.23,96.59,5.35,36.24,48.74,12.5,54.99,47.85,-7.15,84.39,96.23,11.84
K81014,59.2,65.74,6.54,32.41,31.94,-0.47,26.79,33.79,7.0,51.55,55.54,3.99
K81015,25.21,85.03,59.82,6.7,46.21,39.52,18.52,38.82,20.3,24.97,76.78,51.81
K81017,57.59,44.14,-13.45,28.5,18.43,-10.07,29.09,25.71,-3.38,42.27,27.76,-14.52
K81018,63.63,56.82,-6.81,33.5,32.2,-1.3,30.13,24.62,-5.51,56.87,58.39,1.52
K81019,38.81,36.36,-2.45,14.05,16.76,2.71,24.76,19.6,-5.16,24.62,28.97,4.35
K81020,54.69,53.57,-1.12,17.6,20.97,3.37,37.09,32.6,-4.49,41.25,44.17,2.92
K81021,54.08,51.09,-2.99,19.6,20.29,0.69,34.48,30.8,-3.68,40.87,39.97,-0.9
K81022,63.48,61.86,-1.62,24.99,19.11,-5.88,38.49,42.75,4.26,56.91,49.58,-7.33
K81024,61.07,53.59,-7.47,11.34,15.55,4.22,49.73,38.04,-11.69,35.32,37.89,2.57
K81025,89.05,90.54,1.49,35.41,41.63,6.22,53.64,48.9,-4.74,88.16,94.95,6.79
K81026,80.56,68.93,-11.63,20.64,15.71,-4.93,59.92,53.22,-6.71,77.11,72.2,-4.91
K81027,0.0,58.93,58.93,0.0,31.26,31.26,0.0,27.68,27.68,0.0,56.46,56.46
K81028,45.26,36.66,-8.6,16.43,11.87,-4.55,28.83,24.79,-4.04,30.89,27.81,-3.08
K81030,44.01,43.48,-0.53,17.04,15.16,-1.88,26.97,28.32,1.35,41.27,37.25,-4.03
K81034,57.45,56.02,-1.42,28.81,33.54,4.73,28.64,22.48,-6.16,62.04,56.37,-5.67
K81036,81.59,78.31,-3.28,43.1,46.06,2.95,38.48,32.25,-6.23,82.76,77.41,-5.35
K81040,77.95,81.37,3.42,29.84,33.96,4.12,48.12,47.42,-0.7,74.25,78.12,3.87
K81041,61.21,66.96,5.75,19.58,31.62,12.03,41.63,35.35,-6.28,46.13,65.87,19.73
K81042,47.14,42.51,-4.63,17.88,17.79,-0.09,29.26,24.72,-4.54,30.07,27.79,-2.28
K81043,46.45,48.34,1.89,14.22,15.76,1.55,32.24,32.57,0.34,36.39,37.25,0.86
K81045,53.57,50.66,-2.92,16.27,14.97,-1.3,37.3,35.69,-1.62,34.31,33.73,-0.57
K81046,46.12,58.23,12.11,31.79,35.37,3.58,14.33,22.86,8.53,48.15,54.04,5.89
K81047,59.3,58.96,-0.33,15.56,16.32,0.75,43.73,42.65,-1.09,61.08,61.43,0.35
K81048,72.9,63.72,-9.18,31.86,24.89,-6.97,41.04,38.83,-2.21,73.92,45.36,-28.55
K81050,80.18,76.15,-4.03,59.56,45.58,-13.98,20.62,30.57,9.95,86.38,80.29,-6.09
K81051,49.57,56.25,6.69,16.73,22.47,5.74,32.84,33.79,0.95,33.63,50.09,16.47
K81052,60.85,59.49,-1.36,20.61,19.03,-1.58,40.24,40.47,0.23,64.05,57.18,-6.86
K81055,51.78,42.74,-9.04,27.45,18.61,-8.84,24.33,24.13,-0.2,54.55,38.35,-16.21
K81056,50.22,63.21,12.99,21.66,32.39,10.73,28.56,30.82,2.26,54.58,60.12,5.53
K81057,88.36,86.24,-2.12,41.89,37.03,-4.86,46.47,49.21,2.74,84.1,85.55,1.45
K81060,42.95,35.6,-7.35,19.46,16.58,-2.89,23.49,19.02,-4.47,30.4,42.42,12.02
K81062,55.29,56.41,1.12,16.07,20.5,4.43,39.22,35.91,-3.31,41.93,49.9,7.97
K81063,79.42,47.15,-32.26,47.09,22.75,-24.34,32.32,24.4,-7.92,74.83,35.48,-39.35
K81066,41.94,44.54,2.61,24.81,25.6,0.79,17.12,18.94,1.82,31.2,33.01,1.81
K81068,64.76,54.8,-9.95,33.35,27.16,-6.19,31.4,27.64,-3.76,59.41,57.61,-1.81
K81069,71.94,58.93,-13.01,29.35,22.21,-7.14,42.58,36.71,-5.87,81.66,55.59,-26.07
K81070,46.92,34.41,-12.51,18.56,18.19,-0.38,28.35,16.22,-12.13,28.57,24.3,-4.26
K81073,46.92,51.54,4.62,16.47,17.89,1.42,30.44,33.65,3.21,57.99,49.2,-8.79
K81074,70.16,76.19,6.03,46.95,49.0,2.06,23.21,27.19,3.97,66.77,85.18,18.41
K81075,45.14,37.62,-7.51,16.83,14.58,-2.25,28.3,23.04,-5.26,35.7,25.81,-9.9
K81076,46.81,44.4,-2.41,23.54,21.43,-2.1,23.28,22.97,-0.31,71.79,61.16,-10.62
K81077,58.82,39.57,-19.25,24.43,10.38,-14.04,34.39,29.19,-5.2,47.37,18.91,-28.46
K81078,70.06,69.72,-0.34,34.03,38.24,4.22,36.03,31.48,-4.56,85.63,64.31,-21.31
K81080,91.24,75.51,-15.73,43.15,37.26,-5.89,48.08,38.25,-9.84,92.54,76.48,-16.06
K81081,68.9,80.9,12.0,50.38,60.19,9.81,18.52,20.71,2.18,63.13,75.99,12.86
K81082,51.51,47.86,-3.65,38.16,37.29,-0.86,13.36,10.57,-2.79,57.22,56.16,-1.07
K81083,41.51,44.11,2.6,12.45,14.25,1.79,29.06,29.87,0.81,21.9,27.09,5.19
K81084,44.19,52.55,8.36,27.15,29.16,2.01,17.04,23.39,6.35,37.55,46.74,9.2
K81085,62.07,60.35,-1.72,20.96,20.96,-0.0,41.11,39.39,-1.72,62.32,63.86,1.54
K81086,55.83,59.34,3.51,18.76,27.44,8.68,37.07,31.9,-5.17,42.6,62.12,19.52
K81087,49.87,36.97,-12.89,33.32,21.19,-12.13,16.55,15.79,-0.76,41.77,57.43,15.66
K81092,63.98,65.35,1.37,21.83,21.71,-0.12,42.15,43.64,1.49,43.72,47.73,4.01
K81094,86.53,87.02,0.49,41.21,43.34,2.13,45.32,43.69,-1.64,80.21,82.32,2.11
K81097,77.22,46.52,-30.71,42.59,23.33,-19.26,34.63,23.19,-11.44,71.03,36.81,-34.22
K81100,24.5,68.72,44.23,10.44,34.77,24.33,14.06,33.95,19.89,36.11,68.63,32.52
K81102,46.09,45.31,-0.78,19.92,21.51,1.59,26.17,23.8,-2.37,50.76,57.92,7.16
K81103,85.09,80.71,-4.38,58.23,53.83,-4.4,26.86,26.88,0.02,84.87,79.35,-5.51
K81605,62.79,63.96,1.18,25.35,26.76,1.41,37.44,37.21,-0.23,65.17,62.68,-2.49
K81607,0.0,64.13,64.13,0.0,24.58,24.58,0.0,39.55,39.55,,45.75,
K81608,41.99,40.91,-1.07,9.48,15.27,5.79,32.51,25.64,-6.87,16.96,27.6,10.64
K81610,43.04,41.88,-1.16,14.5,14.62,0.12,28.54,27.26,-1.28,65.59,69.25,3.66
K81616,50.91,62.77,11.85,24.08,29.42,5.33,26.83,33.35,6.52,55.22,57.43,2.21
K81630,63.11,65.87,2.76,24.91,28.77,3.86,38.2,37.1,-1.09,46.66,54.34,7.67
K81633,54.99,50.28,-4.71,13.9,12.93,-0.97,41.09,37.35,-3.74,35.95,35.76,-0.19
K81636,86.41,63.43,-22.98,54.08,39.4,-14.68,32.33,24.04,-8.29,84.11,67.72,-16.39
K81644,36.75,39.24,2.49,11.63,15.61,3.98,25.12,23.64,-1.49,17.9,27.34,9.44
K81645,64.11,61.97,-2.14,25.78,31.97,6.2,38.33,30.0,-8.34,65.29,65.18,-0.11
K81651,67.73,50.98,-16.75,24.9,20.82,-4.09,42.82,30.16,-12.66,45.66,33.31,-12.35
K81655,56.78,60.79,4.01,37.09,29.44,-7.65,19.69,31.35,11.65,50.88,48.84,-2.04
K81656,77.89,77.64,-0.25,35.45,33.45,-1.99,42.44,44.19,1.74,79.95,77.73,-2.22
K81657,46.42,47.62,1.19,15.22,11.39,-3.83,31.2,36.22,5.02,27.03,30.06,3.03
K82001,77.37,66.76,-10.61,39.02,27.61,-11.41,38.36,39.15,0.8,74.2,60.59,-13.61
K82003,80.48,81.37,0.88,32.02,26.45,-5.57,48.47,54.92,6.45,66.55,66.39,-0.17
K82004,54.62,62.39,7.77,28.73,29.17,0.44,25.89,33.23,7.34,46.23,52.15,5.92
K82006,61.88,71.91,10.03,26.76,35.3,8.53,35.11,36.61,1.5,50.09,66.35,16.25
K82007,57.59,49.59,-8.0,24.98,17.78,-7.21,32.6,31.81,-0.79,44.91,34.46,-10.46
K82008,67.85,61.95,-5.9,28.91,32.43,3.52,38.94,29.53,-9.41,69.64,64.98,-4.67
K82009,93.69,74.65,-19.04,30.36,29.94,-0.42,63.33,44.71,-18.61,94.32,68.31,-26.01
K82010,57.3,61.08,3.79,24.09,36.58,12.49,33.21,24.5,-8.71,81.53,79.21,-2.32
K82011,55.47,54.41,-1.05,27.82,23.21,-4.61,27.65,31.2,3.55,44.13,43.22,-0.9
K82012,86.56,79.8,-6.76,46.09,34.61,-11.48,40.47,45.2,4.73,87.48,81.18,-6.3
K82013,69.11,64.55,-4.56,31.05,26.53,-4.52,38.05,38.01,-0.04,70.07,64.37,-5.7
K82014,54.11,53.82,-0.29,20.54,14.85,-5.69,33.57,38.96,5.4,31.98,24.78,-7.2
K82015,59.73,59.36,-0.37,2.4,13.54,11.14,57.33,45.82,-11.5,100.0,36.8,-63.2
K82016,50.71,60.61,9.9,12.41,19.43,7.02,38.3,41.18,2.88,23.57,49.02,25.45
K82017,84.05,89.03,4.98,42.08,39.73,-2.34,41.98,49.3,7.32,80.6,85.32,4.71
K82019,67.6,49.64,-17.96,20.43,8.46,-11.98,47.17,41.18,-5.99,46.65,22.59,-24.06
K82020,59.96,60.82,0.85,30.19,24.77,-5.41,29.78,36.04,6.27,49.86,46.95,-2.92
K82021,66.02,60.61,-5.41,30.95,27.17,-3.77,35.07,33.44,-1.63,49.78,51.01,1.23
K82022,67.82,55.05,-12.78,35.48,25.95,-9.53,32.34,29.09,-3.25,54.65,45.47,-9.18
K82023,54.16,54.34,0.18,16.84,16.22,-0.62,37.32,38.12,0.8,53.78,52.51,-1.27
K82024,78.82,78.24,-0.58,49.91,36.98,-12.92,28.91,41.26,12.35,73.53,70.53,-3.0
